iteration          time             xN2             xO2             xNO              xN              xO          xE(s1)          xN(s1)          xO(s1)
    14100    1.4100E+00    9.501462E-01    2.521563E-01    4.056453E-13    6.215647E-15    8.226902E-04    1.834702E-06    4.576958E-17    5.665298E-06
    14125    1.4125E+00    9.501462E-01    2.521563E-01    4.063611E-13    6.215676E-15    8.226999E-04    1.834701E-06    4.576955E-17    5.665299E-06
    14150    1.4150E+00    9.501462E-01    2.521563E-01    4.070770E-13    6.215705E-15    8.227094E-04    1.834700E-06    4.576952E-17    5.665300E-06
    14175    1.4175E+00    9.501462E-01    2.521563E-01    4.077929E-13    6.215734E-15    8.227189E-04    1.834699E-06    4.576950E-17    5.665301E-06
    14200    1.4200E+00    9.501462E-01    2.521563E-01    4.085088E-13    6.215762E-15    8.227282E-04    1.834698E-06    4.576947E-17    5.665302E-06
    14225    1.4225E+00    9.501462E-01    2.521563E-01    4.092246E-13    6.215789E-15    8.227375E-04    1.834697E-06    4.576945E-17    5.665303E-06
    14250    1.4250E+00    9.501462E-01    2.521563E-01    4.099405E-13    6.215817E-15    8.227466E-04    1.834697E-06    4.576942E-17    5.665304E-06
    14275    1.4275E+00    9.501462E-01    2.521563E-01    4.106564E-13    6.215843E-15    8.227556E-04    1.834696E-06    4.576940E-17    5.665304E-06
    14300    1.4300E+00    9.501462E-01    2.521563E-01    4.113723E-13    6.215870E-15    8.227645E-04    1.834695E-06    4.576937E-17    5.665305E-06
    14325    1.4325E+00    9.501462E-01    2.521563E-01    4.120881E-13    6.215896E-15    8.227733E-04    1.834694E-06    4.576935E-17    5.665306E-06
    14350    1.4350E+00    9.501462E-01    2.521563E-01    4.128040E-13    6.215922E-15    8.227820E-04    1.834693E-06    4.576932E-17    5.665307E-06
    14375    1.4375E+00    9.501462E-01    2.521563E-01    4.135199E-13    6.215947E-15    8.227905E-04    1.834693E-06    4.576930E-17    5.665307E-06
    14400    1.4400E+00    9.501462E-01    2.521563E-01    4.142358E-13    6.215972E-15    8.227990E-04    1.834692E-06    4.576928E-17    5.665308E-06
    14425    1.4425E+00    9.501462E-01    2.521563E-01    4.149516E-13    6.215997E-15    8.228074E-04    1.834691E-06    4.576925E-17    5.665309E-06
    14450    1.4450E+00    9.501462E-01    2.521563E-01    4.156675E-13    6.216021E-15    8.228157E-04    1.834690E-06    4.576923E-17    5.665310E-06
    14475    1.4475E+00    9.501462E-01    2.521563E-01    4.163834E-13    6.216045E-15    8.228238E-04    1.834689E-06    4.576921E-17    5.665311E-06
    14500    1.4500E+00    9.501462E-01    2.521562E-01    4.170992E-13    6.216069E-15    8.228319E-04    1.834689E-06    4.576919E-17    5.665311E-06
    14525    1.4525E+00    9.501462E-01    2.521562E-01    4.178151E-13    6.216092E-15    8.228399E-04    1.834688E-06    4.576916E-17    5.665312E-06
    14550    1.4550E+00    9.501462E-01    2.521562E-01    4.185310E-13    6.216115E-15    8.228477E-04    1.834687E-06    4.576914E-17    5.665313E-06
    14575    1.4575E+00    9.501462E-01    2.521562E-01    4.192469E-13    6.216138E-15    8.228555E-04    1.834687E-06    4.576912E-17    5.665313E-06
    14600    1.4600E+00    9.501462E-01    2.521562E-01    4.199627E-13    6.216160E-15    8.228632E-04    1.834686E-06    4.576910E-17    5.665314E-06
    14625    1.4625E+00    9.501462E-01    2.521562E-01    4.206786E-13    6.216182E-15    8.228708E-04    1.834685E-06    4.576908E-17    5.665315E-06
    14650    1.4650E+00    9.501462E-01    2.521562E-01    4.213945E-13    6.216204E-15    8.228783E-04    1.834685E-06    4.576906E-17    5.665315E-06
    14675    1.4675E+00    9.501462E-01    2.521562E-01    4.221103E-13    6.216226E-15    8.228857E-04    1.834684E-06    4.576904E-17    5.665316E-06
    14700    1.4700E+00    9.501462E-01    2.521562E-01    4.228262E-13    6.216247E-15    8.228930E-04    1.834683E-06    4.576902E-17    5.665317E-06
    14725    1.4725E+00    9.501462E-01    2.521562E-01    4.235421E-13    6.216268E-15    8.229002E-04    1.834683E-06    4.576900E-17    5.665317E-06
    14750    1.4750E+00    9.501462E-01    2.521562E-01    4.242580E-13    6.216288E-15    8.229074E-04    1.834682E-06    4.576898E-17    5.665318E-06
    14775    1.4775E+00    9.501462E-01    2.521562E-01    4.249738E-13    6.216308E-15    8.229144E-04    1.834681E-06    4.576896E-17    5.665319E-06
    14800    1.4800E+00    9.501462E-01    2.521562E-01    4.256897E-13    6.216328E-15    8.229214E-04    1.834681E-06    4.576894E-17    5.665319E-06
    14825    1.4825E+00    9.501462E-01    2.521562E-01    4.264056E-13    6.216348E-15    8.229283E-04    1.834680E-06    4.576892E-17    5.665320E-06
    14850    1.4850E+00    9.501462E-01    2.521562E-01    4.271214E-13    6.216367E-15    8.229351E-04    1.834679E-06    4.576890E-17    5.665321E-06
    14875    1.4875E+00    9.501462E-01    2.521562E-01    4.278373E-13    6.216387E-15    8.229418E-04    1.834679E-06    4.576888E-17    5.665321E-06
    14900    1.4900E+00    9.501462E-01    2.521562E-01    4.285532E-13    6.216405E-15    8.229484E-04    1.834678E-06    4.576886E-17    5.665322E-06
    14925    1.4925E+00    9.501462E-01    2.521562E-01    4.292690E-13    6.216424E-15    8.229550E-04    1.834678E-06    4.576884E-17    5.665322E-06
    14950    1.4950E+00    9.501462E-01    2.521562E-01    4.299849E-13    6.216442E-15    8.229614E-04    1.834677E-06    4.576882E-17    5.665323E-06
    14975    1.4975E+00    9.501462E-01    2.521562E-01    4.307008E-13    6.216460E-15    8.229678E-04    1.834676E-06    4.576881E-17    5.665324E-06
    15000    1.5000E+00    9.501462E-01    2.521562E-01    4.314166E-13    6.216478E-15    8.229741E-04    1.834676E-06    4.576879E-17    5.665324E-06
    15025    1.5025E+00    9.501462E-01    2.521562E-01    4.321325E-13    6.216496E-15    8.229804E-04    1.834675E-06    4.576877E-17    5.665325E-06
    15050    1.5050E+00    9.501462E-01    2.521562E-01    4.328484E-13    6.216513E-15    8.229865E-04    1.834675E-06    4.576875E-17    5.665325E-06
    15075    1.5075E+00    9.501462E-01    2.521562E-01    4.335642E-13    6.216530E-15    8.229926E-04    1.834674E-06    4.576874E-17    5.665326E-06
    15100    1.5100E+00    9.501462E-01    2.521562E-01    4.342801E-13    6.216547E-15    8.229986E-04    1.834674E-06    4.576872E-17    5.665326E-06
    15125    1.5125E+00    9.501462E-01    2.521562E-01    4.349960E-13    6.216564E-15    8.230046E-04    1.834673E-06    4.576870E-17    5.665327E-06
    15150    1.5150E+00    9.501462E-01    2.521562E-01    4.357118E-13    6.216580E-15    8.230105E-04    1.834673E-06    4.576869E-17    5.665327E-06
    15175    1.5175E+00    9.501462E-01    2.521562E-01    4.364277E-13    6.216596E-15    8.230163E-04    1.834672E-06    4.576867E-17    5.665328E-06
    15200    1.5200E+00    9.501462E-01    2.521562E-01    4.371436E-13    6.216612E-15    8.230220E-04    1.834672E-06    4.576865E-17    5.665328E-06
    15225    1.5225E+00    9.501462E-01    2.521561E-01    4.378594E-13    6.216628E-15    8.230276E-04    1.834671E-06    4.576864E-17    5.665329E-06
    15250    1.5250E+00    9.501462E-01    2.521561E-01    4.385753E-13    6.216643E-15    8.230332E-04    1.834670E-06    4.576862E-17    5.665330E-06
    15275    1.5275E+00    9.501462E-01    2.521561E-01    4.392912E-13    6.216659E-15    8.230388E-04    1.834670E-06    4.576861E-17    5.665330E-06
    15300    1.5300E+00    9.501462E-01    2.521561E-01    4.400070E-13    6.216674E-15    8.230442E-04    1.834669E-06    4.576859E-17    5.665331E-06
    15325    1.5325E+00    9.501462E-01    2.521561E-01    4.407229E-13    6.216688E-15    8.230496E-04    1.834669E-06    4.576858E-17    5.665331E-06
    15350    1.5350E+00    9.501462E-01    2.521561E-01    4.414388E-13    6.216703E-15    8.230549E-04    1.834669E-06    4.576856E-17    5.665331E-06
    15375    1.5375E+00    9.501462E-01    2.521561E-01    4.421546E-13    6.216717E-15    8.230602E-04    1.834668E-06    4.576855E-17    5.665332E-06
    15400    1.5400E+00    9.501462E-01    2.521561E-01    4.428705E-13    6.216732E-15    8.230654E-04    1.834668E-06    4.576853E-17    5.665332E-06
    15425    1.5425E+00    9.501462E-01    2.521561E-01    4.435864E-13    6.216746E-15    8.230705E-04    1.834667E-06    4.576852E-17    5.665333E-06
    15450    1.5450E+00    9.501462E-01    2.521561E-01    4.443022E-13    6.216759E-15    8.230756E-04    1.834667E-06    4.576850E-17    5.665333E-06
    15475    1.5475E+00    9.501462E-01    2.521561E-01    4.450181E-13    6.216773E-15    8.230806E-04    1.834666E-06    4.576849E-17    5.665334E-06
    15500    1.5500E+00    9.501462E-01    2.521561E-01    4.457340E-13    6.216786E-15    8.230855E-04    1.834666E-06    4.576847E-17    5.665334E-06
    15525    1.5525E+00    9.501462E-01    2.521561E-01    4.464498E-13    6.216800E-15    8.230904E-04    1.834665E-06    4.576846E-17    5.665335E-06
    15550    1.5550E+00    9.501462E-01    2.521561E-01    4.471657E-13    6.216813E-15    8.230952E-04    1.834665E-06    4.576845E-17    5.665335E-06
    15575    1.5575E+00    9.501462E-01    2.521561E-01    4.478816E-13    6.216826E-15    8.231000E-04    1.834664E-06    4.576843E-17    5.665336E-06
    15600    1.5600E+00    9.501462E-01    2.521561E-01    4.485974E-13    6.216838E-15    8.231047E-04    1.834664E-06    4.576842E-17    5.665336E-06
    15625    1.5625E+00    9.501462E-01    2.521561E-01    4.493133E-13    6.216851E-15    8.231093E-04    1.834664E-06    4.576841E-17    5.665336E-06
    15650    1.5650E+00    9.501462E-01    2.521561E-01    4.500291E-13    6.216863E-15    8.231139E-04    1.834663E-06    4.576839E-17    5.665337E-06
    15675    1.5675E+00    9.501462E-01    2.521561E-01    4.507450E-13    6.216875E-15    8.231185E-04    1.834663E-06    4.576838E-17    5.665337E-06
    15700    1.5700E+00    9.501462E-01    2.521561E-01    4.514609E-13    6.216887E-15    8.231230E-04    1.834662E-06    4.576837E-17    5.665338E-06
    15725    1.5725E+00    9.501462E-01    2.521561E-01    4.521767E-13    6.216899E-15    8.231274E-04    1.834662E-06    4.576835E-17    5.665338E-06
    15750    1.5750E+00    9.501462E-01    2.521561E-01    4.528926E-13    6.216911E-15    8.231318E-04    1.834662E-06    4.576834E-17    5.665338E-06
    15775    1.5775E+00    9.501462E-01    2.521561E-01    4.536085E-13    6.216922E-15    8.231361E-04    1.834661E-06    4.576833E-17    5.665339E-06
    15800    1.5800E+00    9.501462E-01    2.521561E-01    4.543243E-13    6.216933E-15    8.231404E-04    1.834661E-06    4.576832E-17    5.665339E-06
    15825    1.5825E+00    9.501462E-01    2.521561E-01    4.550402E-13    6.216945E-15    8.231446E-04    1.834660E-06    4.576830E-17    5.665340E-06
    15850    1.5850E+00    9.501462E-01    2.521561E-01    4.557560E-13    6.216956E-15    8.231487E-04    1.834660E-06    4.576829E-17    5.665340E-06
    15875    1.5875E+00    9.501462E-01    2.521561E-01    4.564719E-13    6.216966E-15    8.231529E-04    1.834660E-06    4.576828E-17    5.665340E-06
    15900    1.5900E+00    9.501462E-01    2.521561E-01    4.571878E-13    6.216977E-15    8.231569E-04    1.834659E-06    4.576827E-17    5.665341E-06
    15925    1.5925E+00    9.501462E-01    2.521561E-01    4.579036E-13    6.216988E-15    8.231609E-04    1.834659E-06    4.576826E-17    5.665341E-06
    15950    1.5950E+00    9.501462E-01    2.521561E-01    4.586195E-13    6.216998E-15    8.231649E-04    1.834659E-06    4.576825E-17    5.665341E-06
    15975    1.5975E+00    9.501462E-01    2.521561E-01    4.593354E-13    6.217008E-15    8.231688E-04    1.834658E-06    4.576823E-17    5.665342E-06
    16000    1.6000E+00    9.501462E-01    2.521561E-01    4.600512E-13    6.217018E-15    8.231727E-04    1.834658E-06    4.576822E-17    5.665342E-06
    16025    1.6025E+00    9.501462E-01    2.521561E-01    4.607671E-13    6.217028E-15    8.231765E-04    1.834657E-06    4.576821E-17    5.665343E-06
    16050    1.6050E+00    9.501462E-01    2.521561E-01    4.614829E-13    6.217038E-15    8.231803E-04    1.834657E-06    4.576820E-17    5.665343E-06
    16075    1.6075E+00    9.501462E-01    2.521561E-01    4.621988E-13    6.217048E-15    8.231840E-04    1.834657E-06    4.576819E-17    5.665343E-06
    16100    1.6100E+00    9.501462E-01    2.521561E-01    4.629147E-13    6.217057E-15    8.231877E-04    1.834656E-06    4.576818E-17    5.665344E-06
    16125    1.6125E+00    9.501462E-01    2.521561E-01    4.636305E-13    6.217067E-15    8.231914E-04    1.834656E-06    4.576817E-17    5.665344E-06
    16150    1.6150E+00    9.501462E-01    2.521561E-01    4.643464E-13    6.217076E-15    8.231950E-04    1.834656E-06    4.576816E-17    5.665344E-06
    16175    1.6175E+00    9.501462E-01    2.521561E-01    4.650622E-13    6.217085E-15    8.231985E-04    1.834655E-06    4.576815E-17    5.665345E-06
    16200    1.6200E+00    9.501462E-01    2.521561E-01    4.657781E-13    6.217094E-15    8.232020E-04    1.834655E-06    4.576814E-17    5.665345E-06
    16225    1.6225E+00    9.501462E-01    2.521561E-01    4.664940E-13    6.217103E-15    8.232055E-04    1.834655E-06    4.576813E-17    5.665345E-06
    16250    1.6250E+00    9.501462E-01    2.521561E-01    4.672098E-13    6.217112E-15    8.232089E-04    1.834655E-06    4.576812E-17    5.665345E-06
    16275    1.6275E+00    9.501462E-01    2.521561E-01    4.679257E-13    6.217120E-15    8.232123E-04    1.834654E-06    4.576811E-17    5.665346E-06
    16300    1.6300E+00    9.501462E-01    2.521561E-01    4.686415E-13    6.217129E-15    8.232156E-04    1.834654E-06    4.576810E-17    5.665346E-06
    16325    1.6325E+00    9.501462E-01    2.521561E-01    4.693574E-13    6.217137E-15    8.232189E-04    1.834654E-06    4.576809E-17    5.665346E-06
    16350    1.6350E+00    9.501462E-01    2.521561E-01    4.700733E-13    6.217145E-15    8.232222E-04    1.834653E-06    4.576808E-17    5.665347E-06
    16375    1.6375E+00    9.501462E-01    2.521561E-01    4.707891E-13    6.217154E-15    8.232254E-04    1.834653E-06    4.576807E-17    5.665347E-06
    16400    1.6400E+00    9.501462E-01    2.521560E-01    4.715050E-13    6.217162E-15    8.232286E-04    1.834653E-06    4.576806E-17    5.665347E-06
    16425    1.6425E+00    9.501462E-01    2.521560E-01    4.722208E-13    6.217170E-15    8.232318E-04    1.834652E-06    4.576805E-17    5.665348E-06
    16450    1.6450E+00    9.501462E-01    2.521560E-01    4.729367E-13    6.217177E-15    8.232349E-04    1.834652E-06    4.576805E-17    5.665348E-06
    16475    1.6475E+00    9.501462E-01    2.521560E-01    4.736526E-13    6.217185E-15    8.232379E-04    1.834652E-06    4.576804E-17    5.665348E-06
    16500    1.6500E+00    9.501462E-01    2.521560E-01    4.743684E-13    6.217193E-15    8.232410E-04    1.834652E-06    4.576803E-17    5.665348E-06
    16525    1.6525E+00    9.501462E-01    2.521560E-01    4.750843E-13    6.217200E-15    8.232440E-04    1.834651E-06    4.576802E-17    5.665349E-06
    16550    1.6550E+00    9.501462E-01    2.521560E-01    4.758001E-13    6.217208E-15    8.232469E-04    1.834651E-06    4.576801E-17    5.665349E-06
    16575    1.6575E+00    9.501462E-01    2.521560E-01    4.765160E-13    6.217215E-15    8.232498E-04    1.834651E-06    4.576800E-17    5.665349E-06
    16600    1.6600E+00    9.501462E-01    2.521560E-01    4.772319E-13    6.217222E-15    8.232527E-04    1.834651E-06    4.576799E-17    5.665349E-06
    16625    1.6625E+00    9.501462E-01    2.521560E-01    4.779477E-13    6.217229E-15    8.232556E-04    1.834650E-06    4.576799E-17    5.665350E-06
    16650    1.6650E+00    9.501462E-01    2.521560E-01    4.786636E-13    6.217236E-15    8.232584E-04    1.834650E-06    4.576798E-17    5.665350E-06
    16675    1.6675E+00    9.501462E-01    2.521560E-01    4.793794E-13    6.217243E-15    8.232612E-04    1.834650E-06    4.576797E-17    5.665350E-06
    16700    1.6700E+00    9.501462E-01    2.521560E-01    4.800953E-13    6.217250E-15    8.232639E-04    1.834650E-06    4.576796E-17    5.665350E-06
    16725    1.6725E+00    9.501462E-01    2.521560E-01    4.808112E-13    6.217256E-15    8.232666E-04    1.834649E-06    4.576795E-17    5.665351E-06
    16750    1.6750E+00    9.501462E-01    2.521560E-01    4.815270E-13    6.217263E-15    8.232693E-04    1.834649E-06    4.576795E-17    5.665351E-06
    16775    1.6775E+00    9.501462E-01    2.521560E-01    4.822429E-13    6.217269E-15    8.232720E-04    1.834649E-06    4.576794E-17    5.665351E-06
    16800    1.6800E+00    9.501462E-01    2.521560E-01    4.829587E-13    6.217276E-15    8.232746E-04    1.834649E-06    4.576793E-17    5.665351E-06
    16825    1.6825E+00    9.501462E-01    2.521560E-01    4.836746E-13    6.217282E-15    8.232772E-04    1.834648E-06    4.576792E-17    5.665352E-06
    16850    1.6850E+00    9.501462E-01    2.521560E-01    4.843904E-13    6.217288E-15    8.232797E-04    1.834648E-06    4.576792E-17    5.665352E-06
    16875    1.6875E+00    9.501462E-01    2.521560E-01    4.851063E-13    6.217294E-15    8.232822E-04    1.834648E-06    4.576791E-17    5.665352E-06
    16900    1.6900E+00    9.501462E-01    2.521560E-01    4.858222E-13    6.217300E-15    8.232847E-04    1.834648E-06    4.576790E-17    5.665352E-06
    16925    1.6925E+00    9.501462E-01    2.521560E-01    4.865380E-13    6.217306E-15    8.232872E-04    1.834647E-06    4.576790E-17    5.665353E-06
    16950    1.6950E+00    9.501462E-01    2.521560E-01    4.872539E-13    6.217312E-15    8.232896E-04    1.834647E-06    4.576789E-17    5.665353E-06
    16975    1.6975E+00    9.501462E-01    2.521560E-01    4.879697E-13    6.217318E-15    8.232920E-04    1.834647E-06    4.576788E-17    5.665353E-06
    17000    1.7000E+00    9.501462E-01    2.521560E-01    4.886856E-13    6.217324E-15    8.232944E-04    1.834647E-06    4.576787E-17    5.665353E-06
    17025    1.7025E+00    9.501462E-01    2.521560E-01    4.894014E-13    6.217329E-15    8.232967E-04    1.834647E-06    4.576787E-17    5.665353E-06
    17050    1.7050E+00    9.501462E-01    2.521560E-01    4.901173E-13    6.217335E-15    8.232991E-04    1.834646E-06    4.576786E-17    5.665354E-06
    17075    1.7075E+00    9.501462E-01    2.521560E-01    4.908332E-13    6.217340E-15    8.233013E-04    1.834646E-06    4.576785E-17    5.665354E-06
    17100    1.7100E+00    9.501462E-01    2.521560E-01    4.915490E-13    6.217346E-15    8.233036E-04    1.834646E-06    4.576785E-17    5.665354E-06
    17125    1.7125E+00    9.501462E-01    2.521560E-01    4.922649E-13    6.217351E-15    8.233058E-04    1.834646E-06    4.576784E-17    5.665354E-06
    17150    1.7150E+00    9.501462E-01    2.521560E-01    4.929807E-13    6.217356E-15    8.233080E-04    1.834646E-06    4.576784E-17    5.665354E-06
    17175    1.7175E+00    9.501462E-01    2.521560E-01    4.936966E-13    6.217361E-15    8.233102E-04    1.834645E-06    4.576783E-17    5.665355E-06
    17200    1.7200E+00    9.501462E-01    2.521560E-01    4.944124E-13    6.217367E-15    8.233124E-04    1.834645E-06    4.576782E-17    5.665355E-06
    17225    1.7225E+00    9.501462E-01    2.521560E-01    4.951283E-13    6.217372E-15    8.233145E-04    1.834645E-06    4.576782E-17    5.665355E-06
    17250    1.7250E+00    9.501462E-01    2.521560E-01    4.958442E-13    6.217376E-15    8.233166E-04    1.834645E-06    4.576781E-17    5.665355E-06
    17275    1.7275E+00    9.501462E-01    2.521560E-01    4.965600E-13    6.217381E-15    8.233187E-04    1.834645E-06    4.576781E-17    5.665355E-06
    17300    1.7300E+00    9.501462E-01    2.521560E-01    4.972759E-13    6.217386E-15    8.233207E-04    1.834644E-06    4.576780E-17    5.665356E-06
    17325    1.7325E+00    9.501462E-01    2.521560E-01    4.979917E-13    6.217391E-15    8.233227E-04    1.834644E-06    4.576779E-17    5.665356E-06
    17350    1.7350E+00    9.501462E-01    2.521560E-01    4.987076E-13    6.217396E-15    8.233247E-04    1.834644E-06    4.576779E-17    5.665356E-06
    17375    1.7375E+00    9.501462E-01    2.521560E-01    4.994234E-13    6.217400E-15    8.233267E-04    1.834644E-06    4.576778E-17    5.665356E-06
    17400    1.7400E+00    9.501462E-01    2.521560E-01    5.001393E-13    6.217405E-15    8.233287E-04    1.834644E-06    4.576778E-17    5.665356E-06
    17425    1.7425E+00    9.501462E-01    2.521560E-01    5.008551E-13    6.217409E-15    8.233306E-04    1.834644E-06    4.576777E-17    5.665356E-06
    17450    1.7450E+00    9.501462E-01    2.521560E-01    5.015710E-13    6.217414E-15    8.233325E-04    1.834643E-06    4.576777E-17    5.665357E-06
    17475    1.7475E+00    9.501462E-01    2.521560E-01    5.022869E-13    6.217418E-15    8.233344E-04    1.834643E-06    4.576776E-17    5.665357E-06
    17500    1.7500E+00    9.501462E-01    2.521560E-01    5.030027E-13    6.217422E-15    8.233362E-04    1.834643E-06    4.576776E-17    5.665357E-06
    17525    1.7525E+00    9.501462E-01    2.521560E-01    5.037186E-13    6.217426E-15    8.233381E-04    1.834643E-06    4.576775E-17    5.665357E-06
    17550    1.7550E+00    9.501462E-01    2.521560E-01    5.044344E-13    6.217431E-15    8.233399E-04    1.834643E-06    4.576775E-17    5.665357E-06
    17575    1.7575E+00    9.501462E-01    2.521560E-01    5.051503E-13    6.217435E-15    8.233417E-04    1.834642E-06    4.576774E-17    5.665358E-06
    17600    1.7600E+00    9.501462E-01    2.521560E-01    5.058661E-13    6.217439E-15    8.233434E-04    1.834642E-06    4.576774E-17    5.665358E-06
    17625    1.7625E+00    9.501462E-01    2.521560E-01    5.065820E-13    6.217443E-15    8.233452E-04    1.834642E-06    4.576773E-17    5.665358E-06
    17650    1.7650E+00    9.501462E-01    2.521560E-01    5.072978E-13    6.217447E-15    8.233469E-04    1.834642E-06    4.576773E-17    5.665358E-06
    17675    1.7675E+00    9.501462E-01    2.521560E-01    5.080137E-13    6.217451E-15    8.233486E-04    1.834642E-06    4.576772E-17    5.665358E-06
    17700    1.7700E+00    9.501462E-01    2.521560E-01    5.087296E-13    6.217454E-15    8.233503E-04    1.834642E-06    4.576772E-17    5.665358E-06
    17725    1.7725E+00    9.501462E-01    2.521560E-01    5.094454E-13    6.217458E-15    8.233520E-04    1.834642E-06    4.576771E-17    5.665358E-06
    17750    1.7750E+00    9.501462E-01    2.521560E-01    5.101613E-13    6.217462E-15    8.233536E-04    1.834641E-06    4.576771E-17    5.665359E-06
    17775    1.7775E+00    9.501462E-01    2.521560E-01    5.108771E-13    6.217466E-15    8.233552E-04    1.834641E-06    4.576770E-17    5.665359E-06
    17800    1.7800E+00    9.501462E-01    2.521560E-01    5.115930E-13    6.217469E-15    8.233568E-04    1.834641E-06    4.576770E-17    5.665359E-06
    17825    1.7825E+00    9.501462E-01    2.521560E-01    5.123088E-13    6.217473E-15    8.233584E-04    1.834641E-06    4.576770E-17    5.665359E-06
    17850    1.7850E+00    9.501462E-01    2.521560E-01    5.130247E-13    6.217476E-15    8.233600E-04    1.834641E-06    4.576769E-17    5.665359E-06
    17875    1.7875E+00    9.501462E-01    2.521560E-01    5.137405E-13    6.217480E-15    8.233615E-04    1.834641E-06    4.576769E-17    5.665359E-06
    17900    1.7900E+00    9.501462E-01    2.521560E-01    5.144564E-13    6.217483E-15    8.233631E-04    1.834641E-06    4.576768E-17    5.665359E-06
    17925    1.7925E+00    9.501462E-01    2.521560E-01    5.151722E-13    6.217487E-15    8.233646E-04    1.834640E-06    4.576768E-17    5.665360E-06
    17950    1.7950E+00    9.501462E-01    2.521560E-01    5.158881E-13    6.217490E-15    8.233661E-04    1.834640E-06    4.576767E-17    5.665360E-06
    17975    1.7975E+00    9.501462E-01    2.521560E-01    5.166040E-13    6.217493E-15    8.233675E-04    1.834640E-06    4.576767E-17    5.665360E-06
    18000    1.8000E+00    9.501462E-01    2.521560E-01    5.173198E-13    6.217496E-15    8.233690E-04    1.834640E-06    4.576767E-17    5.665360E-06
    18025    1.8025E+00    9.501462E-01    2.521560E-01    5.180357E-13    6.217500E-15    8.233704E-04    1.834640E-06    4.576766E-17    5.665360E-06
    18050    1.8050E+00    9.501462E-01    2.521560E-01    5.187515E-13    6.217503E-15    8.233719E-04    1.834640E-06    4.576766E-17    5.665360E-06
    18075    1.8075E+00    9.501462E-01    2.521560E-01    5.194674E-13    6.217506E-15    8.233733E-04    1.834640E-06    4.576766E-17    5.665360E-06
    18100    1.8100E+00    9.501462E-01    2.521560E-01    5.201832E-13    6.217509E-15    8.233746E-04    1.834640E-06    4.576765E-17    5.665360E-06
    18125    1.8125E+00    9.501462E-01    2.521560E-01    5.208991E-13    6.217512E-15    8.233760E-04    1.834639E-06    4.576765E-17    5.665361E-06
    18150    1.8150E+00    9.501462E-01    2.521560E-01    5.216149E-13    6.217515E-15    8.233774E-04    1.834639E-06    4.576764E-17    5.665361E-06
    18175    1.8175E+00    9.501462E-01    2.521560E-01    5.223308E-13    6.217518E-15    8.233787E-04    1.834639E-06    4.576764E-17    5.665361E-06
    18200    1.8200E+00    9.501462E-01    2.521560E-01    5.230466E-13    6.217521E-15    8.233800E-04    1.834639E-06    4.576764E-17    5.665361E-06
    18225    1.8225E+00    9.501462E-01    2.521560E-01    5.237625E-13    6.217523E-15    8.233813E-04    1.834639E-06    4.576763E-17    5.665361E-06
    18250    1.8250E+00    9.501462E-01    2.521560E-01    5.244784E-13    6.217526E-15    8.233826E-04    1.834639E-06    4.576763E-17    5.665361E-06
    18275    1.8275E+00    9.501462E-01    2.521560E-01    5.251942E-13    6.217529E-15    8.233839E-04    1.834639E-06    4.576763E-17    5.665361E-06
    18300    1.8300E+00    9.501462E-01    2.521560E-01    5.259101E-13    6.217532E-15    8.233851E-04    1.834639E-06    4.576762E-17    5.665361E-06
    18325    1.8325E+00    9.501462E-01    2.521560E-01    5.266259E-13    6.217534E-15    8.233864E-04    1.834638E-06    4.576762E-17    5.665362E-06
    18350    1.8350E+00    9.501462E-01    2.521560E-01    5.273418E-13    6.217537E-15    8.233876E-04    1.834638E-06    4.576762E-17    5.665362E-06
    18375    1.8375E+00    9.501462E-01    2.521560E-01    5.280576E-13    6.217540E-15    8.233888E-04    1.834638E-06    4.576761E-17    5.665362E-06
    18400    1.8400E+00    9.501462E-01    2.521560E-01    5.287735E-13    6.217542E-15    8.233900E-04    1.834638E-06    4.576761E-17    5.665362E-06
    18425    1.8425E+00    9.501462E-01    2.521560E-01    5.294893E-13    6.217545E-15    8.233912E-04    1.834638E-06    4.576761E-17    5.665362E-06
    18450    1.8450E+00    9.501462E-01    2.521560E-01    5.302052E-13    6.217547E-15    8.233923E-04    1.834638E-06    4.576761E-17    5.665362E-06
    18475    1.8475E+00    9.501462E-01    2.521560E-01    5.309210E-13    6.217550E-15    8.233935E-04    1.834638E-06    4.576760E-17    5.665362E-06
    18500    1.8500E+00    9.501462E-01    2.521560E-01    5.316369E-13    6.217552E-15    8.233946E-04    1.834638E-06    4.576760E-17    5.665362E-06
    18525    1.8525E+00    9.501462E-01    2.521560E-01    5.323527E-13    6.217555E-15    8.233958E-04    1.834638E-06    4.576760E-17    5.665362E-06
    18550    1.8550E+00    9.501462E-01    2.521560E-01    5.330686E-13    6.217557E-15    8.233969E-04    1.834637E-06    4.576759E-17    5.665363E-06
    18575    1.8575E+00    9.501462E-01    2.521560E-01    5.337844E-13    6.217559E-15    8.233980E-04    1.834637E-06    4.576759E-17    5.665363E-06
    18600    1.8600E+00    9.501462E-01    2.521560E-01    5.345003E-13    6.217562E-15    8.233991E-04    1.834637E-06    4.576759E-17    5.665363E-06
    18625    1.8625E+00    9.501462E-01    2.521560E-01    5.352162E-13    6.217564E-15    8.234001E-04    1.834637E-06    4.576759E-17    5.665363E-06
    18650    1.8650E+00    9.501462E-01    2.521560E-01    5.359320E-13    6.217566E-15    8.234012E-04    1.834637E-06    4.576758E-17    5.665363E-06
